Brand,Model,VehicleType,BodyStyle,SizeClass,Economy,Luxury,Comfort,Performance,Practicality,Family,Commute,Confidence,Source,ProfileVersion,LastUpdatedUTC
Renault,Trafic,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
RKS,Diğer,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
RKS,Galaxy Gold,SCOOTER,SCOOTER,UNKNOWN,HIGH,LOW,MEDIUM,LOW,MEDIUM,LOW,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
RKS,Sieste,SCOOTER,SCOOTER,UNKNOWN,HIGH,LOW,MEDIUM,LOW,MEDIUM,LOW,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Rolls-Royce,Wraith,CAR,COUPE,LARGE,LOW,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Rover,220,CAR,OTHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Royal Enfield,Classic 350,MOTORCYCLE,MOTORCYCLE,UNKNOWN,HIGH,LOW,MEDIUM,LOW,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Royal Enfield,Classic 500,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Seat,Arona,CAR,CROSSOVER,SMALL,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Seat,Ateca,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Seat,Ibiza,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Seat,Leon,CAR,HATCHBACK,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Seat,Toledo,CAR,SEDAN,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Smart,ForFour,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Smart,ForTwo,CAR,HATCHBACK,MICRO,HIGH,MEDIUM,LOW,LOW,LOW,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Subaru,BRZ,CAR,COUPE,COMPACT,MEDIUM,LOW,LOW,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Subaru,Forester,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Subaru,Impreza,CAR,SEDAN,COMPACT,MEDIUM,LOW,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Subaru,Pleo,CAR,HATCHBACK,MICRO,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Subaru,WRX STI,CAR,SEDAN,COMPACT,LOW,LOW,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Suzuki,Aerio,CAR,HATCHBACK,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Suzuki,Alto,CAR,HATCHBACK,MICRO,HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Suzuki,Alto Lapin,CAR,HATCHBACK,MICRO,HIGH,LOW,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Suzuki,Burgman,SCOOTER,SCOOTER,MIDSIZE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Suzuki,Carry,PICKUP,PICKUP,SMALL,HIGH,LOW,LOW,LOW,HIGH,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Suzuki,Diğer,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Suzuki,Escudo,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Suzuki,Every,VAN,VAN,SMALL,HIGH,LOW,LOW,LOW,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Suzuki,Fronx,UNKNOWN,CROSSOVER,SMALL,HIGH,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Suzuki,Grand Vitara,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Suzuki,GSX 8R,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Suzuki,GSXR 125,MOTORCYCLE,MOTORCYCLE,SMALL,HIGH,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Suzuki,GSXS 125,MOTORCYCLE,MOTORCYCLE,UNKNOWN,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Suzuki,Ignis,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Suzuki,Jimny,CAR,SUV,SMALL,MEDIUM,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Suzuki,Samurai,CAR,SUV,SMALL,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Suzuki,Solio,CAR,MPV,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Suzuki,Splash,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Suzuki,Swift,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Suzuki,SX4,CAR,CROSSOVER,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Suzuki,V-Strom,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Suzuki,Vitara,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Suzuki,Wagon R,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Suzuki,X-90,CAR,SUV,SMALL,MEDIUM,LOW,LOW,LOW,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Sürat,Teknesi,OTHER,OTHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Tarım,Makineleri Traktör,OTHER,OTHER,UNKNOWN,UNKNOWN,LOW,LOW,MEDIUM,HIGH,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Tata,Aria,CAR,MPV,MIDSIZE,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Tesla,3,CAR,SEDAN,MIDSIZE,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Tesla,S,CAR,SEDAN,LARGE,MEDIUM,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Tesla,X,CAR,SUV,LARGE,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Tesla,Y,CAR,SUV,COMPACT,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Toyota,Allex,CAR,HATCHBACK,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Toyota,Allion,CAR,SEDAN,MIDSIZE,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Toyota,Alphard,CAR,MPV,LARGE,MEDIUM,HIGH,HIGH,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Toyota,Aqua,CAR,HATCHBACK,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Toyota,Aqua Cross,CAR,CROSSOVER,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Toyota,Auris,CAR,HATCHBACK,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Toyota,Avensis,CAR,SEDAN,MIDSIZE,MEDIUM,LOW,HIGH,LOW,MEDIUM,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Toyota,Axio,CAR,SEDAN,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Toyota,Aygo,CAR,HATCHBACK,SMALL,HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Toyota,Belta,CAR,SEDAN,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Toyota,C-HR,CAR,CROSSOVER,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Toyota,Cami,CAR,SUV,SMALL,MEDIUM,LOW,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Toyota,Camry,CAR,SEDAN,LARGE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Toyota,Celica,CAR,COUPE,COMPACT,MEDIUM,LOW,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Toyota,Century,CAR,SEDAN,LARGE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Toyota,Copen,CAR,CONVERTIBLE,MICRO,HIGH,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Toyota,Corolla,CAR,SEDAN,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Toyota,Corolla Cross,CAR,CROSSOVER,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Toyota,Crown Sport,CAR,SUV,MIDSIZE,HIGH,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Toyota,FJ Cruiser,CAR,SUV,MIDSIZE,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Toyota,Funcargo,CAR,MPV,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Toyota,GR Yaris,CAR,HATCHBACK,SMALL,MEDIUM,LOW,LOW,HIGH,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Toyota,GR86,CAR,COUPE,COMPACT,MEDIUM,LOW,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Toyota,GT86,CAR,COUPE,COMPACT,MEDIUM,LOW,LOW,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Toyota,Harrier,CAR,SUV,MIDSIZE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Toyota,Hi-Ace,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Toyota,Highlander,CAR,SUV,LARGE,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Toyota,Hilux,PICKUP,PICKUP,LARGE,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Toyota,iQ,CAR,HATCHBACK,MICRO,HIGH,LOW,LOW,LOW,LOW,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Toyota,ISis,CAR,MPV,COMPACT,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Toyota,Ist,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Toyota,Land Cruiser,UNKNOWN,SUV,LARGE,LOW,MEDIUM,HIGH,HIGH,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Toyota,MR-S,CAR,CONVERTIBLE,COMPACT,MEDIUM,LOW,LOW,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Toyota,MR2,CAR,CONVERTIBLE,COMPACT,MEDIUM,LOW,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Toyota,Noah,CAR,MPV,LARGE,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Toyota,Passo,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Toyota,Pixis,CAR,HATCHBACK,MICRO,HIGH,LOW,LOW,LOW,MEDIUM,LOW,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Toyota,Prado,CAR,SUV,LARGE,LOW,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Toyota,Premio,CAR,SEDAN,MIDSIZE,MEDIUM,MEDIUM,HIGH,LOW,MEDIUM,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Toyota,Previa,CAR,MPV,LARGE,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-05T06:11:44+00:00
Toyota,Prius,CAR,HATCHBACK,MIDSIZE,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Toyota,Proace City,VAN,VAN,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Toyota,Probox,CAR,WAGON,COMPACT,HIGH,LOW,LOW,LOW,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Toyota,Probox Hybrid,CAR,WAGON,COMPACT,HIGH,LOW,LOW,LOW,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Toyota,Ractis,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Toyota,Raize,CAR,CROSSOVER,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Toyota,RAV4,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Toyota,Roomy,CAR,MPV,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Toyota,Runx,CAR,HATCHBACK,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Toyota,Rush,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Toyota,Sienta,CAR,MPV,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Toyota,Soarer,CAR,COUPE,LARGE,LOW,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Toyota,Starlet,CAR,HATCHBACK,SMALL,HIGH,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Toyota,Supra,CAR,COUPE,COMPACT,MEDIUM,MEDIUM,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Toyota,Tank,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Toyota,Tercel,CAR,SEDAN,SMALL,HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Toyota,Town Ace,VAN,VAN,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Toyota,Townace,VAN,VAN,MIDSIZE,MEDIUM,LOW,LOW,LOW,HIGH,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Toyota,Verso,CAR,MPV,MIDSIZE,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Toyota,Vitz,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Toyota,Voltz,CAR,HATCHBACK,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Toyota,Voxy,CAR,MPV,MIDSIZE,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Toyota,Yaris,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Toyota,Yaris Cross,CAR,CROSSOVER,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Triumph,Diğer,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Triumph,Rocket 3 GT,MOTORCYCLE,MOTORCYCLE,UNKNOWN,LOW,MEDIUM,MEDIUM,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Triumph,Tiger Sport 800,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Triumph,Trident 900,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Vauxhall,Astra,CAR,HATCHBACK,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Vauxhall,Combo,VAN,VAN,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Vauxhall,Corsa,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Vauxhall,Insignia,CAR,SEDAN,MIDSIZE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Vauxhall,Movano,VAN,VAN,LARGE,MEDIUM,LOW,LOW,LOW,HIGH,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Vauxhall,Victor,CAR,SEDAN,MIDSIZE,LOW,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Vauxhall,Vivaro,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Vauxhall,Zafira,CAR,MPV,COMPACT,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Vespa,Diğer,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Vespa,VXL150,SCOOTER,SCOOTER,SMALL,HIGH,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Volkswagen,Amarok,PICKUP,PICKUP,LARGE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
